"location","seagrassnet_sitecode","transect","quadrat","species","date_sampling","month","day","year","time","percent_cover","prior_yr_mean_daily_mean_temp","prior_yr_min_daily_mean_temp","prior_yr_max_daily_mean_temp","prior_yr_q1_daily_mean_temp","prior_yr_q3_daily_mean_temp","period_avg_mean_daily_mean_temp"
"Fire Island","NY41.1","B",9,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2020-08-18,8,18,2020,NA,0,24.85931637023,18.2658958333333,29.66546875,22.2683984375,27.4393671875,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2021-08-05,8,5,2021,NA,0,25.4192469329444,18.5927708333333,29.3587395833333,24.1942799479167,27.17734375,24.3240880922738
"Fort Getty","RN31.1","A",1,"ZM",2005-07-26,7,26,2005,NA,55,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",2,"ZM",2005-07-26,7,26,2005,NA,5,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",3,"ZM",2005-07-26,7,26,2005,NA,10,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",4,"ZM",2005-07-26,7,26,2005,NA,85,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",5,"ZM",2005-07-26,7,26,2005,NA,10,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",6,"ZM",2005-07-26,7,26,2005,NA,5,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",7,"ZM",2005-07-26,7,26,2005,NA,20,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",8,"ZM",2005-07-26,7,26,2005,NA,50,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",9,"ZM",2005-07-26,7,26,2005,NA,60,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",10,"ZM",2005-07-26,7,26,2005,NA,80,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",11,"ZM",2005-07-26,7,26,2005,NA,65,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",12,"ZM",2005-07-26,7,26,2005,NA,60,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",1,"ZM",2006-07-12,7,12,2006,NA,75,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",2,"ZM",2006-07-12,7,12,2006,NA,80,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",3,"ZM",2006-07-12,7,12,2006,NA,90,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",4,"ZM",2006-07-12,7,12,2006,NA,80,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",5,"ZM",2006-07-12,7,12,2006,NA,70,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",6,"ZM",2006-07-12,7,12,2006,NA,65,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",7,"ZM",2006-07-12,7,12,2006,NA,60,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",8,"ZM",2006-07-12,7,12,2006,NA,40,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",9,"ZM",2006-07-12,7,12,2006,NA,100,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",10,"ZM",2006-07-12,7,12,2006,NA,75,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",11,"ZM",2006-07-12,7,12,2006,NA,90,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",12,"ZM",2006-07-12,7,12,2006,NA,100,20.5841558441558,14.1,24.57,18.87,22.81,21.2349993979034
"Fort Getty","RN31.1","A",1,"ZM",2007-07-09,7,9,2007,NA,65,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",2,"ZM",2007-07-09,7,9,2007,NA,85,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",3,"ZM",2007-07-09,7,9,2007,NA,85,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",4,"ZM",2007-07-09,7,9,2007,NA,80,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",5,"ZM",2007-07-09,7,9,2007,NA,99,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",6,"ZM",2007-07-09,7,9,2007,NA,99,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",7,"ZM",2007-07-09,7,9,2007,NA,50,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",8,"ZM",2007-07-09,7,9,2007,NA,90,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",9,"ZM",2007-07-09,7,9,2007,NA,85,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",10,"ZM",2007-07-09,7,9,2007,NA,90,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",11,"ZM",2007-07-09,7,9,2007,NA,90,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",12,"ZM",2007-07-09,7,9,2007,NA,85,20.675,14.01,25.98,19.23,22.3625,21.2349993979034
"Fort Getty","RN31.1","A",1,"ZM",2008-07-09,7,9,2008,NA,40,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",2,"ZM",2008-07-09,7,9,2008,NA,40,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",3,"ZM",2008-07-09,7,9,2008,NA,100,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",4,"ZM",2008-07-09,7,9,2008,NA,40,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",5,"ZM",2008-07-09,7,9,2008,NA,90,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",6,"ZM",2008-07-09,7,9,2008,NA,0,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",7,"ZM",2008-07-09,7,9,2008,NA,1,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",8,"ZM",2008-07-09,7,9,2008,NA,20,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",9,"ZM",2008-07-09,7,9,2008,NA,50,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",10,"ZM",2008-07-09,7,9,2008,NA,20,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",11,"ZM",2008-07-09,7,9,2008,NA,80,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",12,"ZM",2008-07-09,7,9,2008,NA,50,20.8718681318681,16.13,24.68,18.7,22.695,21.2349993979034
"Fort Getty","RN31.1","A",1,"ZM",2009-07-01,7,1,2009,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",2,"ZM",2009-07-01,7,1,2009,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",3,"ZM",2009-07-01,7,1,2009,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",4,"ZM",2009-07-01,7,1,2009,NA,95,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",5,"ZM",2009-07-01,7,1,2009,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",6,"ZM",2009-07-01,7,1,2009,NA,75,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",7,"ZM",2009-07-01,7,1,2009,NA,80,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",8,"ZM",2009-07-01,7,1,2009,NA,60,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",9,"ZM",2009-07-01,7,1,2009,NA,90,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",10,"ZM",2009-07-01,7,1,2009,NA,70,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",11,"ZM",2009-07-01,7,1,2009,NA,75,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",12,"ZM",2009-07-01,7,1,2009,NA,75,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",1,"ZM",2010-07-08,7,8,2010,NA,45,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",2,"ZM",2010-07-08,7,8,2010,NA,25,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",3,"ZM",2010-07-08,7,8,2010,NA,40,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",4,"ZM",2010-07-08,7,8,2010,NA,45,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",5,"ZM",2010-07-08,7,8,2010,NA,30,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",6,"ZM",2010-07-08,7,8,2010,NA,45,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",7,"ZM",2010-07-08,7,8,2010,NA,1,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",8,"ZM",2010-07-08,7,8,2010,NA,50,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",9,"ZM",2010-07-08,7,8,2010,NA,75,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",10,"ZM",2010-07-08,7,8,2010,NA,50,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",11,"ZM",2010-07-08,7,8,2010,NA,50,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",12,"ZM",2010-07-08,7,8,2010,NA,25,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",1,"ZM",2011-07-11,7,11,2011,NA,20,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",2,"ZM",2011-07-11,7,11,2011,NA,25,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",3,"ZM",2011-07-11,7,11,2011,NA,25,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",4,"ZM",2011-07-11,7,11,2011,NA,30,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",5,"ZM",2011-07-11,7,11,2011,NA,35,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",6,"ZM",2011-07-11,7,11,2011,NA,35,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",7,"ZM",2011-07-11,7,11,2011,NA,35,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",8,"ZM",2011-07-11,7,11,2011,NA,40,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",9,"ZM",2011-07-11,7,11,2011,NA,75,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",10,"ZM",2011-07-11,7,11,2011,NA,45,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",11,"ZM",2011-07-11,7,11,2011,NA,20,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",12,"ZM",2011-07-11,7,11,2011,NA,5,22.0408695652174,17.88,24.8,21.01,23.5925,21.2349993979034
"Fort Getty","RN31.1","A",1,"ZM",2012-07-17,7,17,2012,NA,50,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",2,"ZM",2012-07-17,7,17,2012,NA,75,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",3,"ZM",2012-07-17,7,17,2012,NA,65,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",4,"ZM",2012-07-17,7,17,2012,NA,50,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",5,"ZM",2012-07-17,7,17,2012,NA,90,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",6,"ZM",2012-07-17,7,17,2012,NA,95,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",7,"ZM",2012-07-17,7,17,2012,NA,30,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",8,"ZM",2012-07-17,7,17,2012,NA,40,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",9,"ZM",2012-07-17,7,17,2012,NA,70,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",10,"ZM",2012-07-17,7,17,2012,NA,90,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",11,"ZM",2012-07-17,7,17,2012,NA,100,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",12,"ZM",2012-07-17,7,17,2012,NA,95,22.0031034482759,17.01,24.7,21.045,23.205,21.2349993979034
"Fort Getty","RN31.1","A",1,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",2,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",3,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",4,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",5,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",6,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",7,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",8,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",9,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",10,"ZM",2013-07-15,7,15,2013,NA,95,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",11,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Fort Getty","RN31.1","A",12,"ZM",2013-07-15,7,15,2013,NA,100,NA,NA,NA,NA,NA,21.2349993979034
"Great Bay","NH9.2","A",1,"ZM",2007-08-02,8,2,2007,"00:00:00",2,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2007-08-02,8,2,2007,"00:00:00",30,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2007-08-02,8,2,2007,"00:00:00",45,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2007-08-02,8,2,2007,"00:00:00",80,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2007-08-02,8,2,2007,"00:00:00",15,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2007-08-02,8,2,2007,"00:00:00",75,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2007-08-02,8,2,2007,"00:00:00",40,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2007-08-02,8,2,2007,"00:00:00",75,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2007-08-02,8,2,2007,"00:00:00",65,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2007-08-02,8,2,2007,"00:00:00",50,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2007-08-02,8,2,2007,"00:00:00",15,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2007-08-02,8,2,2007,"00:00:00",20,20.9890217391304,15.65,24.54,19.625,22.6075,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2008-08-01,8,1,2008,NA,95,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2008-08-01,8,1,2008,NA,100,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2008-08-01,8,1,2008,NA,85,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2008-08-01,8,1,2008,NA,80,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2008-08-01,8,1,2008,NA,3,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2008-08-01,8,1,2008,NA,95,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2008-08-01,8,1,2008,NA,95,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2008-08-01,8,1,2008,NA,70,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2008-08-01,8,1,2008,NA,65,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2008-08-01,8,1,2008,NA,65,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2008-08-01,8,1,2008,NA,100,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2008-08-01,8,1,2008,NA,90,20.1304347826087,16.07,24.44,18.1075,21.6075,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2009-07-21,7,21,2009,NA,30,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2009-07-21,7,21,2009,NA,50,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2009-07-21,7,21,2009,NA,25,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2009-07-21,7,21,2009,NA,80,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2009-07-21,7,21,2009,NA,30,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2009-07-21,7,21,2009,NA,10,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2009-07-21,7,21,2009,NA,60,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2009-07-21,7,21,2009,NA,75,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2009-07-21,7,21,2009,NA,15,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2009-07-21,7,21,2009,NA,40,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2009-07-21,7,21,2009,NA,95,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2009-07-21,7,21,2009,NA,75,20.9285869565217,14.48,23.47,20.525,22.3425,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2010-07-12,7,12,2010,NA,0,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2010-07-12,7,12,2010,NA,15,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2010-07-12,7,12,2010,NA,20,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2010-07-12,7,12,2010,NA,85,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2010-07-12,7,12,2010,NA,35,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2010-07-12,7,12,2010,NA,5,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2010-07-12,7,12,2010,NA,5,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2010-07-12,7,12,2010,NA,3,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2010-07-12,7,12,2010,NA,10,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2010-07-12,7,12,2010,NA,35,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2010-07-12,7,12,2010,NA,50,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2010-07-12,7,12,2010,NA,80,20.1627173913043,14.69,24.28,18.2525,22.3475,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2011-07-06,7,6,2011,NA,2,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2011-07-06,7,6,2011,NA,50,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2011-07-06,7,6,2011,NA,30,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2011-07-06,7,6,2011,NA,35,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2011-07-06,7,6,2011,NA,70,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
